"","name","birthyear","taste","height","weight","gender"
"2142","Daniela",1960,"Travel",1.95,70,"F"
"2143","Marcela",2005,"Guitar",2.93,97,"F"
"2144","Marina",1981,"Food",1.82,126,"O"
"2145","Cesar",1987,"Games",2.54,123,"M"
"2146","Marina",1955,"Study",2.58,123,"O"
"2147","Paulo",1989,"Chess",2.61,73,"M"
"2148","Larissa",2018,"Cats",2.57,97,"F"
"2149","Luis",1980,"Sports",1.73,129,"O"
"2150","Lucas",1957,"Dogs",2.83,130,"O"
"2151","Rogério",2012,"Study",1.82,109,"O"
"2152","David",1981,"Study",1.92,114,"O"
"2153","Daniel",1979,"Games",1.81,60,"M"
"2154","Melissa",1959,"Games",1.69,74,"F"
"2155","Nathália",1983,"Travel",1.66,124,"F"
"2156","Daniela",2009,"Study",1.55,113,"F"
"2157","Ariel",1982,"Dogs",1.71,107,"O"
"2158","Larissa",2006,"Food",1.8,122,"F"
"2159","Felipe",1962,"Guitar",2.62,105,"M"
"2160","Cesar",1970,"Travel",2.95,78,"M"
"2161","Marcela",1979,"Dogs",2.91,93,"F"
"2162","Larissa",1990,"Study",1.58,99,"F"
"2163","Larissa",1962,"Travel",2.85,95,"F"
"2164","Cesar",1972,"Study",2.61,73,"M"
"2165","Nathália",1988,"Chess",1.65,62,"F"
"2166","Ariel",2002,"Chess",1.83,77,"F"
"2167","Luis",1977,"Cats",2.62,80,"M"
"2168","Felipe",1987,"Movie",2.54,128,"M"
"2169","Marcela",2006,"Dogs",2.92,76,"F"
"2170","Daniela",1986,"Games",2.54,115,"F"
"2171","Marina",1996,"Food",1.59,85,"F"
"2172","Nathália",2000,"Sports",1.57,98,"F"
"2173","David",2008,"Games",2.88,62,"M"
"2174","Paulo",2020,"Magic",1.83,121,"M"
"2175","Ariel",2001,"Travel",1.97,109,"M"
"2176","David",2002,"Guitar",1.84,101,"M"
"2177","Felipe",2011,"Travel",1.76,66,"M"
"2178","Cesar",1965,"Magic",2.97,123,"M"
"2179","Nathália",1968,"Cats",2.89,107,"F"
"2180","Nathália",1994,"Games",2.81,117,"F"
"2181","Felipe",2016,"Magic",1.52,76,"M"
"2182","João",1973,"Food",2.5,130,"M"
"2183","Nathália",1969,"Food",2.65,73,"F"
"2184","Ricardo",1988,"Cats",1.94,105,"O"
"2185","Matheus",1966,"Sports",2.94,98,"O"
"2186","Melissa",1991,"Food",1.64,115,"F"
"2187","Ariel",1999,"Sports",2.62,83,"F"
"2188","Lucas",1971,"Study",1.58,110,"M"
"2189","João",1975,"Sports",1.74,59,"M"
"2190","Matheus",1992,"Magic",2.69,57,"O"
"2191","Nina",1979,"Sports",1.5,121,"F"
"2192","Cesar",1972,"Cats",1.82,91,"M"
"2193","Lucas",2003,"Food",1.86,80,"M"
"2194","Lucas",1962,"Dogs",2.77,121,"O"
"2195","Kátia",2001,"Food",2.87,100,"O"
"2196","Matheus",2018,"Cats",1.51,120,"O"
"2197","Marcela",2005,"Study",2.76,70,"O"
"2198","Felipe",2005,"Magic",2.78,130,"M"
"2199","Ariel",2018,"Cats",2.79,121,"M"
"2200","João",1974,"Dogs",2.89,59,"M"
"2201","Ricardo",1965,"Magic",1.64,104,"O"
"2202","Daniel",1955,"Chess",1.89,99,"M"
"2203","Melissa",2014,"Travel",1.54,66,"O"
"2204","Nina",1987,"Study",1.69,122,"F"
"2205","Ariel",1972,"Guitar",1.55,127,"F"
"2206","Paulo",1975,"Games",2.59,106,"M"
"2207","Paulo",1989,"Guitar",2.96,115,"M"
"2208","Lucas",1964,"Magic",2.52,122,"M"
"2209","Nathália",1995,"Sports",1.69,99,"F"
"2210","Ariel",2016,"Magic",2.77,81,"O"
"2211","Lucas",1966,"Games",2.97,116,"O"
"2212","Matheus",1978,"Chess",1.64,86,"O"
"2213","Matheus",1957,"Travel",1.6,58,"O"
"2214","Luis",1975,"Dogs",2.91,105,"M"
"2215","Felipe",1957,"Travel",1.52,124,"O"
"2216","Ricardo",2018,"Games",2.76,108,"M"
"2217","Rogério",1970,"Sports",2.69,125,"O"
"2218","Cesar",1972,"Food",1.73,96,"O"
"2219","Marina",1977,"Magic",2.81,96,"F"
"2220","Felipe",1960,"Dogs",2.72,106,"M"
"2221","Ariel",2004,"Cats",2.51,126,"O"
"2222","João",1975,"Sports",1.66,95,"M"
"2223","Letícia",1990,"Guitar",1.78,110,"F"
"2224","Paulo",1987,"Sports",1.72,100,"M"
"2225","Letícia",1989,"Travel",1.76,68,"F"
"2226","Ariel",1982,"Travel",2.93,111,"M"
"2227","Ricardo",1975,"Movie",2.74,96,"O"
"2228","Larissa",1961,"Travel",2.92,94,"O"
"2229","Larissa",1983,"Sports",1.77,71,"F"
"2230","Marcela",2002,"Food",1.61,64,"F"
"2231","Ariel",1996,"Games",1.77,99,"F"
"2232","Daniela",1975,"Guitar",2.96,73,"F"
"2233","Kátia",1992,"Sports",2.65,102,"F"
"2234","Nina",1979,"Dogs",1.52,83,"F"
"2235","Cesar",1969,"Guitar",1.62,120,"O"
"2236","Nina",1963,"Travel",2.51,84,"F"
"2237","David",1957,"Travel",1.61,98,"M"
"2239","Rogério",1999,"Food",2.94,78,"M"
"2240","Daniela",2004,"Games",2.53,77,"O"
"2238","Lucas",2004,"Chess",2.91,84,"O"
"2241","Daniel",2005,"Travel",2.6,108,"M"
"2242","Nina",1998,"Study",1.58,126,"F"
"2243","João",1986,"Chess",1.75,57,"M"
"2244","Paulo",1964,"Chess",2.65,74,"M"
"2245","Daniela",1988,"Food",1.82,95,"F"
"2246","Ricardo",1972,"Movie",2.99,86,"M"
"2247","Daniel",1973,"Dogs",2.7,99,"O"
"2248","Kátia",1997,"Magic",1.5,73,"F"
"2249","Rogério",2010,"Travel",2.65,120,"O"
"2250","Marina",2015,"Movie",2.86,103,"F"
"2251","Marcela",1985,"Games",1.73,123,"O"
"2252","David",2009,"Food",2.77,64,"M"
"2253","Luis",2009,"Games",2.58,113,"O"
"2254","David",1988,"Magic",2.56,118,"M"
"2255","Daniela",1994,"Sports",2.78,62,"F"
"2256","Lucas",1972,"Movie",2.58,120,"O"
"2257","João",1988,"Sports",2.82,63,"M"
"2258","Kátia",1988,"Guitar",1.57,100,"F"
"2259","Paulo",2013,"Guitar",1.8,78,"O"
"2260","Kátia",1975,"Cats",2.6,126,"O"
"2261","Nina",1996,"Cats",2.7,106,"F"
"2262","Luis",2001,"Dogs",1.64,92,"M"
"2263","Daniela",1961,"Magic",2.67,125,"F"
"2264","Ariel",1974,"Study",2.89,101,"F"
"2265","Marina",1982,"Guitar",2.85,119,"O"
"2266","Ariel",1973,"Games",1.54,97,"M"
"2267","Letícia",2004,"Travel",1.78,121,"O"
"2268","Ariel",2000,"Games",1.55,93,"M"
"2269","Kátia",1991,"Dogs",1.92,97,"F"
"2270","Marcela",2015,"Chess",1.79,119,"O"
"2271","Marina",1989,"Guitar",1.8,85,"F"
"2272","Ricardo",2005,"Dogs",2.74,86,"M"
"2273","Marina",1994,"Sports",1.5,112,"O"
"2274","Ricardo",1987,"Sports",1.64,75,"O"
"2275","Ariel",1993,"Movie",1.67,76,"M"
"2276","Melissa",2001,"Dogs",2.93,78,"F"
"2277","Letícia",1972,"Study",2.62,129,"O"
"2278","Melissa",1961,"Magic",1.85,74,"O"
"2279","Nathália",1987,"Magic",2.66,125,"F"
"2280","Rogério",1996,"Cats",2.58,77,"O"
"2281","Cesar",2005,"Food",1.85,73,"M"
"2282","Marcela",2007,"Dogs",1.94,84,"O"
"2283","Luis",2019,"Movie",1.76,105,"M"
"2284","Nina",2016,"Cats",1.65,103,"F"
"2285","Kátia",2004,"Chess",1.69,77,"O"
"2286","João",2019,"Food",1.74,121,"M"
"2287","David",2019,"Dogs",1.92,111,"M"
"2288","Ricardo",1996,"Guitar",2.74,116,"M"
"2289","Rogério",1964,"Guitar",2.75,59,"O"
"2290","Nathália",1975,"Cats",1.59,109,"F"
"2291","Ariel",1976,"Sports",2.84,115,"O"
"2292","Rogério",2015,"Travel",2.88,82,"O"
"2293","Luis",1962,"Travel",2.7,99,"O"
"2294","Letícia",1985,"Cats",1.66,119,"F"
"2295","Rogério",2014,"Dogs",1.79,61,"M"
"2296","Daniela",2016,"Dogs",1.93,96,"F"
"2297","Marina",1985,"Study",2.57,88,"F"
"2298","Ariel",1970,"Food",1.78,73,"O"
"2299","Ariel",2001,"Cats",2.52,70,"M"
"2300","Felipe",2006,"Dogs",2.72,128,"O"
"2301","Melissa",1997,"Guitar",1.72,102,"O"
"2302","Daniel",1997,"Chess",1.84,77,"O"
"2303","Marina",2019,"Magic",1.91,75,"O"
"2304","Paulo",2020,"Food",1.99,70,"M"
"2305","Kátia",1979,"Food",1.9,120,"F"
"2306","Ariel",1962,"Dogs",1.89,98,"M"
"2307","David",2011,"Movie",2.82,59,"M"
"2308","Cesar",2017,"Study",1.78,96,"M"
"2309","Melissa",2003,"Study",1.83,120,"O"
"2310","Letícia",1961,"Cats",2.75,120,"O"
"2311","Luis",1988,"Cats",2.79,126,"M"
"2312","João",2004,"Games",1.87,111,"M"
"2313","Marina",1974,"Movie",2.54,78,"O"
"2314","Marcela",1996,"Cats",1.61,68,"F"
"2315","Nina",1996,"Food",1.81,71,"F"
"2316","Larissa",1975,"Study",1.7,122,"F"
"2317","Ariel",2009,"Sports",2.74,87,"F"
"2318","Letícia",1958,"Movie",2.84,63,"F"
"2319","Ariel",2013,"Dogs",1.92,62,"O"
"2320","Lucas",2016,"Chess",2.58,110,"M"
"2321","João",2018,"Guitar",1.93,96,"O"
"2322","Cesar",2013,"Chess",2.89,60,"M"
"2323","Lucas",2017,"Chess",1.5,98,"M"
"2324","Marina",2000,"Movie",2.79,100,"O"
"2325","Daniela",1958,"Movie",2.71,106,"F"
"2326","Larissa",2020,"Chess",1.74,98,"F"
"2327","David",2011,"Guitar",2.8,65,"M"
"2328","Nathália",1978,"Cats",2.89,124,"F"
"2329","Felipe",1971,"Dogs",1.94,97,"M"
"2330","Ariel",2003,"Food",2.88,129,"O"
"2331","Nina",1971,"Food",1.75,113,"F"
"2332","Nina",2016,"Movie",1.61,79,"O"
"2333","David",1975,"Magic",2.94,124,"O"
"2334","David",1995,"Magic",1.89,56,"M"
"2335","Luis",1989,"Magic",1.97,115,"M"
"2336","Daniela",1988,"Magic",2.69,102,"F"
"2337","Felipe",2011,"Study",2.51,95,"O"
"2338","Daniela",1981,"Magic",2.74,119,"F"
"2339","Marina",2013,"Chess",2.91,108,"F"
"2340","Rogério",1988,"Travel",2.53,69,"M"
"2341","Kátia",1982,"Cats",1.58,108,"O"
"2342","Daniel",2007,"Cats",1.56,90,"M"
"2343","Daniel",1969,"Guitar",1.66,114,"M"
"2344","Daniela",2015,"Study",2.89,116,"F"
"2345","Letícia",1973,"Study",2.56,65,"F"
"2346","Daniel",2013,"Sports",1.98,114,"O"
"2347","David",1965,"Chess",2.54,59,"M"
"2348","Matheus",1962,"Travel",2.59,76,"M"
"2349","Marina",1972,"Games",2.63,104,"F"
"2350","Rogério",2019,"Magic",1.81,107,"M"
"2351","Ricardo",1967,"Magic",2.9,120,"M"
"2352","Melissa",1973,"Food",2.56,122,"F"
"2353","Daniel",2004,"Guitar",2.73,111,"M"
"2354","Ariel",1958,"Study",1.9,66,"O"
"2355","Melissa",2001,"Travel",1.71,101,"O"
"2356","Daniel",2005,"Sports",1.9,99,"M"
"2357","Marina",2013,"Games",2.59,95,"O"
"2358","Nina",1984,"Movie",1.52,59,"O"
"2359","Ricardo",1973,"Magic",2.58,122,"M"
"2360","Felipe",1956,"Movie",2.91,114,"O"
"2361","Matheus",1968,"Guitar",1.65,86,"M"
"2362","Letícia",2012,"Food",1.93,123,"F"
"2363","Nathália",1979,"Study",1.82,130,"O"
"2364","Nina",2008,"Chess",1.6,75,"F"
"2365","Ariel",1994,"Travel",1.93,56,"O"
"2366","Lucas",1967,"Magic",1.64,68,"M"
"2367","Daniel",1956,"Chess",2.61,63,"O"
"2368","Cesar",1993,"Sports",1.81,94,"O"
"2369","David",1980,"Sports",2.6,100,"O"
"2370","João",2005,"Cats",1.83,110,"M"
"2371","Ariel",1960,"Cats",2.73,110,"O"
"2372","Nina",1993,"Travel",1.98,112,"F"
"2373","João",2012,"Games",1.9,61,"O"
"2374","Lucas",1974,"Sports",1.81,121,"M"
"2375","Ariel",1968,"Guitar",1.75,82,"M"
"2376","Daniel",2009,"Dogs",1.9,93,"M"
"2377","Nina",1993,"Study",1.79,92,"F"
"2378","David",1970,"Cats",2.77,57,"M"
"2379","João",1970,"Sports",1.87,96,"M"
"2380","Letícia",1978,"Cats",1.61,109,"F"
"2381","Melissa",2012,"Travel",1.89,102,"F"
"2382","Nina",1958,"Food",1.82,79,"F"
"2383","Kátia",1981,"Cats",2.71,74,"F"
"2384","João",1993,"Travel",1.81,93,"O"
"2385","Luis",1994,"Magic",1.77,104,"O"
"2386","Lucas",1990,"Guitar",1.69,77,"O"
"2387","Luis",1967,"Guitar",1.63,81,"M"
"2388","Nathália",2000,"Study",2.7,94,"F"
"2389","Larissa",1957,"Magic",1.67,84,"O"
"2390","Letícia",1998,"Study",2.64,104,"F"
"2391","Rogério",1958,"Cats",1.83,119,"M"
"2392","Lucas",1961,"Dogs",2.81,99,"M"
"2393","Nina",1965,"Food",2.82,120,"F"
"2394","Ricardo",1987,"Chess",2.9,100,"O"
"2395","Letícia",1975,"Sports",1.74,76,"O"
"2396","Lucas",1957,"Dogs",2.5,73,"O"
"2397","Felipe",1990,"Dogs",1.6,97,"M"
"2398","Larissa",2007,"Movie",1.83,113,"O"
"2399","David",2011,"Dogs",2.96,90,"M"
"2400","Rogério",1974,"Dogs",1.52,78,"O"
"2401","Ricardo",1982,"Guitar",1.71,107,"O"
"2402","David",1975,"Movie",1.83,117,"O"
"2403","David",1998,"Dogs",2.66,63,"M"
"2404","Marcela",2013,"Dogs",2.77,116,"F"
"2405","Nathália",1984,"Food",2.93,112,"F"
"2406","Daniela",1982,"Games",1.65,104,"F"
"2407","Ariel",1992,"Cats",2.97,66,"M"
"2408","Matheus",1960,"Games",1.7,95,"O"
"2409","Rogério",1992,"Dogs",1.83,69,"M"
"2410","Marcela",1980,"Games",1.78,98,"F"
"2411","Luis",1985,"Guitar",1.63,62,"M"
"2412","Luis",1999,"Cats",2.97,113,"M"
"2413","Ricardo",2008,"Chess",1.59,101,"O"
"2414","Marina",1972,"Travel",2.83,100,"F"
"2415","Nina",1998,"Food",2.57,112,"F"
"2416","Kátia",1970,"Guitar",2.75,101,"F"
"2417","Nina",2001,"Sports",1.54,127,"F"
"2418","Lucas",1969,"Magic",1.95,107,"O"
"2419","Kátia",1983,"Travel",2.72,79,"F"
"2420","Nathália",2006,"Cats",1.78,109,"F"
"2421","Lucas",2007,"Travel",2.69,101,"O"
"2422","Nina",2011,"Guitar",2.79,61,"F"
"2423","Rogério",1978,"Guitar",1.78,99,"M"
"2424","Nathália",1977,"Study",1.86,126,"O"
"2425","Nathália",1996,"Movie",2.94,102,"F"
"2426","Letícia",1989,"Guitar",1.52,124,"O"
"2427","Ricardo",1996,"Guitar",2.54,67,"M"
"2428","Paulo",1999,"Chess",2.94,59,"M"
"2429","João",1997,"Study",1.75,111,"M"
"2430","Daniel",1973,"Guitar",1.81,111,"O"
"2431","Lucas",1976,"Cats",1.73,89,"O"
"2432","Matheus",1990,"Cats",1.51,74,"M"
"2433","David",2003,"Food",1.67,98,"M"
"2434","Ariel",2004,"Chess",1.72,58,"O"
"2435","Felipe",1974,"Travel",2.94,114,"O"
"2436","Luis",1975,"Travel",1.86,77,"M"
"2437","Rogério",2017,"Sports",2.92,127,"O"
"2438","Paulo",1993,"Dogs",1.51,114,"M"
"2439","Larissa",1967,"Travel",1.75,89,"O"
"2440","Ariel",2001,"Games",1.9,74,"M"
"2441","Matheus",1970,"Chess",2.72,97,"M"
"2442","Kátia",2007,"Cats",1.99,85,"F"
"2443","Cesar",2007,"Magic",1.96,82,"M"
"2444","Letícia",1992,"Food",2.5,88,"O"
"2445","David",2019,"Chess",1.96,116,"M"
"2446","Marcela",1977,"Chess",1.97,120,"O"
"2447","Ariel",2007,"Guitar",1.57,70,"F"
"2448","Larissa",2019,"Study",1.95,63,"F"
"2449","Ariel",2010,"Dogs",1.93,59,"F"
"2450","Lucas",2012,"Games",1.95,70,"O"
"2451","Paulo",1980,"Games",1.77,76,"O"
"2452","Marcela",2016,"Cats",2.79,72,"F"
"2453","Matheus",1970,"Guitar",2.77,63,"O"
"2454","Cesar",2018,"Study",1.85,61,"M"
"2455","Ariel",2005,"Movie",1.85,128,"F"
"2456","Paulo",2000,"Dogs",1.64,109,"O"
"2457","Marcela",1982,"Cats",1.59,100,"O"
"2458","Paulo",1996,"Magic",2.86,124,"O"
"2459","Kátia",1982,"Sports",2.55,73,"F"
"2460","Ariel",2004,"Chess",1.91,68,"F"
"2461","Lucas",2008,"Cats",2.82,128,"O"
"2462","Ariel",2000,"Study",2.9,83,"O"
"2463","Luis",1974,"Games",1.6,126,"O"
"2464","Daniela",1971,"Dogs",1.88,100,"F"
"2465","Lucas",1969,"Sports",1.97,108,"M"
"2466","Kátia",1991,"Magic",1.89,104,"F"
"2467","Lucas",1956,"Sports",2.5,56,"O"
"2468","Ariel",2003,"Magic",2.75,123,"F"
"2469","Kátia",2003,"Sports",1.96,108,"F"
"2470","Ariel",2001,"Movie",1.93,113,"F"
"2471","Kátia",2014,"Study",1.95,114,"O"
"2472","Lucas",1982,"Food",1.59,58,"O"
"2473","Cesar",1963,"Food",2.58,116,"O"
"2474","Rogério",1995,"Cats",2.66,112,"M"
"2475","Cesar",1972,"Cats",1.81,59,"M"
"2476","Luis",1983,"Games",2.73,111,"M"
"2477","Ariel",1988,"Sports",1.7,84,"F"
"2478","Letícia",1996,"Food",1.53,64,"F"
"2479","Larissa",1998,"Magic",2.57,106,"F"
"2480","Letícia",2013,"Magic",2.94,100,"F"
"2481","Kátia",1997,"Study",1.55,125,"F"
"2482","Ariel",2012,"Sports",1.95,88,"M"
"2483","Marcela",1968,"Sports",1.53,122,"O"
"2484","Cesar",1994,"Cats",2.9,87,"O"
"2485","Larissa",2011,"Food",2.58,61,"F"
"2486","Marina",1993,"Chess",2.93,77,"F"
"2487","Ariel",1985,"Study",1.9,85,"O"
"2488","Daniela",1968,"Movie",2.98,120,"F"
"2489","Letícia",1979,"Travel",1.5,120,"O"
"2490","Matheus",2001,"Dogs",1.58,129,"M"
"2491","Nathália",1986,"Travel",2.76,107,"F"
"2492","Felipe",1966,"Study",1.72,128,"M"
"2493","Letícia",2018,"Sports",1.71,118,"F"
"2494","Nathália",2002,"Chess",2.78,96,"F"
"2495","David",2007,"Magic",1.55,84,"O"
"2496","Ariel",2012,"Movie",2.87,77,"O"
"2497","Matheus",1986,"Dogs",2.91,66,"M"
"2498","David",1978,"Food",1.76,115,"M"
"2499","David",2009,"Games",2.56,71,"O"
"2500","Ariel",1967,"Sports",2.69,114,"F"
"2501","Nathália",1974,"Magic",2.57,130,"O"
"2502","Daniela",1985,"Guitar",1.64,127,"F"
"2503","Rogério",1995,"Sports",2.84,78,"M"
"2504","David",1963,"Sports",1.74,59,"O"
"2505","Lucas",1965,"Travel",1.55,72,"M"
"2506","Ricardo",2009,"Movie",2.62,78,"M"
"2507","David",2012,"Travel",1.83,90,"M"
"2508","Felipe",1990,"Dogs",2.6,56,"M"
"2509","Marcela",2003,"Sports",2.68,92,"O"
"2510","Nathália",2009,"Study",2.55,82,"F"
"2511","João",2007,"Games",2.87,79,"O"
"2512","Kátia",1979,"Movie",2.55,106,"F"
"2513","Kátia",2019,"Games",1.82,87,"O"
"2514","Luis",2016,"Sports",2.88,63,"M"
"2515","Matheus",2020,"Guitar",2.57,65,"O"
"2516","Paulo",1963,"Cats",1.66,93,"O"
"2517","Larissa",1956,"Chess",1.52,61,"F"
"2518","Ariel",1990,"Guitar",1.76,71,"F"
"2519","Paulo",1988,"Magic",1.69,83,"O"
"2520","Melissa",2014,"Sports",2.87,70,"F"
"2521","Matheus",2014,"Cats",2.74,129,"O"
"2522","Paulo",1962,"Cats",1.9,69,"M"
"2523","Letícia",1979,"Dogs",1.65,57,"F"
"2524","Nina",1998,"Study",1.84,118,"O"
"2525","David",2005,"Games",1.88,97,"M"
"2526","Paulo",2007,"Magic",1.55,73,"M"
"2527","Rogério",1964,"Games",2.77,78,"O"
"2528","Marina",1991,"Food",2.69,73,"O"
"2529","Nina",1989,"Cats",2.6,78,"F"
"2530","Rogério",2002,"Cats",2.92,57,"M"
"2531","Ariel",1982,"Guitar",1.67,99,"M"
"2532","Marina",1994,"Food",1.95,104,"O"
"2533","Melissa",1983,"Study",1.97,77,"F"
"2534","Larissa",2005,"Chess",1.78,65,"F"
"2535","Cesar",2020,"Study",2.61,121,"O"
"2536","Ariel",1975,"Food",1.51,83,"F"
"2537","Lucas",1979,"Food",2.89,81,"M"
"2538","Lucas",2007,"Study",2.92,80,"O"
"2539","Felipe",2001,"Magic",1.6,60,"O"
"2540","Lucas",1971,"Food",2.98,59,"M"
"2541","Lucas",1975,"Games",1.82,102,"O"
"2542","Nathália",2002,"Magic",1.88,93,"F"
"2543","Lucas",1970,"Study",1.72,130,"M"
"2544","Matheus",1972,"Cats",1.83,67,"M"
"2545","Nina",1998,"Study",2.77,60,"F"
"2546","Luis",1961,"Cats",2.66,76,"M"
"2547","Matheus",1963,"Chess",2.77,86,"O"
"2548","Matheus",1962,"Dogs",1.62,111,"M"
"2549","João",2016,"Sports",2.61,107,"M"
"2550","Nina",1992,"Games",2.54,68,"F"
"2551","Larissa",1994,"Food",1.79,84,"F"
"2552","Lucas",1994,"Movie",2.71,119,"M"
"2553","Ariel",1989,"Movie",1.79,63,"O"
"2554","Ricardo",1988,"Study",2.86,59,"M"
"2555","David",2018,"Guitar",2.9,70,"O"
"2556","Melissa",1988,"Sports",1.56,77,"F"
"2557","Melissa",2014,"Dogs",1.75,111,"F"
"2558","João",1995,"Games",1.85,123,"M"
"2559","Daniel",2018,"Guitar",1.73,127,"O"
"2560","Daniela",1997,"Cats",2.98,80,"F"
"2561","Paulo",1959,"Study",1.57,61,"O"
"2562","Marina",1993,"Games",2.64,79,"O"
"2563","Ariel",1999,"Sports",2.86,124,"F"
"2564","Kátia",1967,"Sports",1.86,98,"F"
"2565","Larissa",1966,"Dogs",2.52,124,"F"
"2566","David",2009,"Guitar",2.76,61,"M"
"2567","Daniela",1963,"Food",1.84,93,"O"
"2568","Cesar",1960,"Food",2.61,57,"O"
"2569","Ariel",1957,"Chess",2.62,125,"F"
"2570","Matheus",1997,"Movie",2.94,77,"M"
"2571","Marcela",1957,"Magic",1.53,56,"O"
"2572","Marcela",1987,"Magic",1.64,80,"F"
"2573","Daniela",1999,"Dogs",1.64,118,"O"
"2574","Nathália",2008,"Chess",1.92,118,"F"
"2575","Lucas",1981,"Movie",2.59,65,"O"
"2576","Ricardo",2003,"Guitar",2.55,111,"M"
"2577","João",1992,"Dogs",1.86,89,"M"
"2578","Daniela",1971,"Magic",1.84,103,"F"
"2579","Ricardo",2001,"Sports",1.57,117,"O"
"2580","Felipe",1991,"Cats",2.83,101,"M"
"2581","Letícia",1988,"Food",2.53,73,"F"
"2582","Daniela",1999,"Chess",1.59,69,"F"
"2583","Ariel",1983,"Dogs",2.64,111,"F"
"2584","Nathália",2005,"Dogs",2.57,98,"F"
"2585","Nina",1996,"Food",1.68,130,"F"
"2586","Daniela",2007,"Cats",2.56,110,"F"
"2587","Kátia",1977,"Movie",2.53,78,"F"
"2588","Melissa",1956,"Chess",2.77,116,"F"
"2589","Daniela",1996,"Travel",1.7,72,"O"
"2590","Marcela",1968,"Dogs",2.94,89,"F"
"2591","Lucas",2003,"Study",2.55,127,"M"
"2592","Ricardo",1994,"Study",1.51,91,"M"
"2593","João",2015,"Magic",2.88,125,"O"
"2594","Rogério",2002,"Food",2.67,123,"M"
"2595","Daniel",1987,"Sports",2.86,73,"M"
"2596","Marcela",2003,"Magic",1.91,130,"F"
"2597","João",1974,"Sports",1.82,105,"M"
"2598","Felipe",2016,"Chess",2.51,104,"M"
"2599","Marina",1975,"Food",1.96,118,"F"
"2600","João",1992,"Magic",2.65,121,"M"
"2601","Nathália",2011,"Sports",2.85,124,"F"
"2602","Nathália",1965,"Travel",2.8,84,"F"
"2603","Daniel",1962,"Travel",2.7,97,"O"
"2604","Daniela",2008,"Dogs",2.89,107,"F"
"2605","Larissa",2004,"Study",2.86,118,"O"
"2606","Ariel",1957,"Dogs",2.79,106,"O"
"2607","Cesar",1996,"Magic",1.94,56,"O"
"2608","Lucas",1975,"Chess",2.64,61,"O"
"2609","Melissa",1984,"Movie",1.86,81,"F"
"2610","Letícia",1996,"Chess",1.81,100,"F"
"2611","Daniela",1976,"Guitar",2.98,113,"O"
"2612","Ariel",1991,"Guitar",1.68,94,"F"
"2613","Ricardo",1968,"Cats",2.86,104,"O"
"2614","Ariel",2001,"Games",1.57,69,"M"
"2615","Larissa",1970,"Guitar",1.82,81,"F"
"2616","Marcela",1989,"Magic",1.91,96,"O"
"2617","Nathália",2017,"Guitar",1.91,80,"F"
"2618","Ariel",2001,"Cats",2.97,58,"F"
"2619","Melissa",1983,"Cats",2.73,100,"O"
"2620","Paulo",1982,"Guitar",2.53,109,"M"
"2621","Rogério",1996,"Guitar",1.71,60,"M"
"2622","Nina",1955,"Magic",1.83,74,"F"
"2623","Marcela",1977,"Food",1.75,117,"F"
"2624","Melissa",1999,"Travel",1.57,112,"F"
"2625","Nathália",2020,"Magic",2.67,113,"O"
"2626","Matheus",1973,"Sports",2.61,79,"M"
"2627","Cesar",1984,"Dogs",1.95,123,"M"
"2628","Larissa",1989,"Food",1.93,103,"O"
"2629","Felipe",1962,"Magic",1.75,59,"O"
"2630","Luis",1991,"Food",2.65,107,"M"
"2631","Letícia",2008,"Movie",2.55,103,"F"
"2632","Marina",1970,"Games",1.91,91,"F"
"2633","Daniela",1964,"Dogs",1.86,97,"F"
"2634","Luis",2014,"Dogs",1.72,109,"M"
"2635","João",1978,"Dogs",1.67,79,"M"
"2636","Paulo",1967,"Dogs",1.64,60,"M"
"2637","Larissa",1997,"Travel",2.56,83,"F"
"2638","David",2008,"Study",1.64,68,"O"
"2639","Felipe",2010,"Dogs",2.64,59,"M"
"2640","Luis",1956,"Games",2.98,96,"M"
"2641","Marcela",1968,"Movie",2.84,96,"O"
"2642","Kátia",1968,"Cats",2.97,75,"F"
"2643","Felipe",1980,"Dogs",2.67,115,"M"
"2644","Nina",2009,"Dogs",1.9,90,"O"
"2645","Felipe",2002,"Sports",1.87,85,"M"
"2646","Daniel",1993,"Movie",2.62,82,"M"
"2647","Kátia",2004,"Magic",1.98,68,"O"
"2648","Cesar",1995,"Sports",2.6,89,"M"
"2649","Kátia",1975,"Study",1.53,94,"F"
"2650","Nathália",2001,"Guitar",2.95,104,"O"
"2651","Marina",1963,"Games",1.72,95,"F"
"2652","Daniel",2010,"Dogs",2.85,104,"M"
"2653","Matheus",2015,"Guitar",2.8,126,"M"
"2654","Daniela",2020,"Chess",1.79,97,"F"
"2655","Luis",2006,"Sports",1.53,99,"M"
"2656","Lucas",2013,"Cats",2.66,108,"M"
"2657","Felipe",2002,"Travel",2.53,101,"O"
"2658","Felipe",2003,"Movie",2.64,73,"O"
"2659","Cesar",1995,"Games",2.71,109,"M"
"2660","Felipe",1992,"Travel",2.92,127,"M"
"2661","Paulo",2000,"Movie",2.53,107,"O"
"2662","João",2017,"Travel",2.6,91,"M"
"2663","Lucas",1973,"Movie",1.96,92,"O"
"2664","Lucas",2007,"Sports",2.54,95,"O"
"2665","Matheus",2012,"Movie",1.85,73,"M"
"2666","Daniela",2012,"Food",2.58,71,"F"
"2667","Melissa",1956,"Travel",2.77,107,"F"
